16164,348377,0,152,37582,1856,1395,11483,0,22110,0,39872,25058,0,7293,1474,0,15568,0,0,0,837,0,59438,60434,0,0,0,0,1747,0,1538,344,0,1548,1181,0,592,0,0,0,528,0,2253,1258,0,0,0,0,15,0,28,17,0,5,1,0,15,0,0,0,2,0,43,41,0,0,0,0,15,0,19,4,0,18,6,0,8,0,0,0,3,0,16,17,0,0,0,86,74,1474,1474,1370,173,377,126,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,86,74,591,74,154,166,458,74,105,74,496,175,188,74,74,74,74,74,74,74,1474,1474,1474,653,580,1474,1469,746,665,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474
12819,323473,0,121,36182,1856,740,14740,0,26532,0,44294,0,7370,16132,0,15566,0,1318,0,0,0,0,9281,52653,0,0,0,0,2043,0,1110,0,1153,1296,0,370,0,222,1291,0,0,0,0,666,0,0,0,0,18,0,31,0,5,11,0,15,0,3,0,0,0,0,8,36,0,0,0,0,19,0,15,0,7,12,0,5,0,3,3,0,0,0,0,9,0,0,0,86,74,1474,1474,1370,173,74,377,126,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,86,74,591,74,154,166,458,74,105,74,74,74,496,175,188,74,74,74,74,74,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474
16146,348545,0,152,37582,1856,1118,13475,0,32428,38398,14740,8784,0,13757,3215,0,0,0,0,0,39822,64856,0,66314,37284,0,0,0,1480,814,657,1792,0,148,222,0,0,0,1291,0,1036,1480,0,1554,1913,0,0,0,22,27,10,6,0,10,9,0,0,0,0,0,29,44,0,45,28,0,0,0,20,11,7,12,0,2,3,0,0,0,3,0,14,20,0,21,17,0,0,86,74,1474,1474,1370,173,377,126,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,86,74,591,74,154,166,458,74,105,74,74,74,74,74,496,175,188,74,74,74,1474,1474,1474,1474,209,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,664,547,746
