12692,369095,0,109,37582,2264,1407,13965,0,50779,0,10392,5896,0,8844,56825,0,0,0,15093,1727,23007,0,66330,0,45694,0,0,0,1852,0,148,148,0,222,370,0,0,1294,148,597,1735,0,1332,0,1110,0,0,0,38,0,8,4,0,6,39,0,0,0,14,4,18,0,45,0,31,0,0,0,11,0,2,2,0,3,5,0,0,6,2,4,9,0,18,0,15,0,0,86,74,1474,1474,1370,173,377,126,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,86,74,591,74,154,166,451,74,105,489,188,175,74,74,74,74,74,74,74,74,1474,1474,699,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,273,690,725,74,1474,1472
17120,368594,0,169,38983,1849,989,11957,0,35949,38324,22184,0,40559,0,9335,0,7410,459,0,0,61982,67804,59441,0,4260,0,0,0,2725,2702,518,0,2735,0,1154,0,444,148,0,1291,1184,1258,1812,0,619,0,0,0,27,26,16,0,28,0,7,0,10,1,0,0,43,46,41,0,4,0,0,0,22,28,7,0,27,0,10,0,6,2,0,3,16,17,19,0,5,0,0,86,74,1474,1474,1470,377,126,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,86,74,591,74,154,166,451,74,74,105,74,74,74,74,74,74,74,74,74,74,1474,1474,249,667,1474,1474,723,1474,1474,1474,1474,1474,1474,1474,1474,1474,583,746,1474,1457
15683,369007,0,145,37584,1849,1079,14740,0,42746,16288,32428,0,11792,20636,0,8154,17355,0,0,22547,67804,63456,0,44140,16505,0,0,0,1814,888,740,0,148,518,0,2113,518,0,0,1735,1480,1184,0,2061,222,0,0,0,29,12,22,0,8,14,0,6,20,0,0,17,46,44,0,33,12,0,0,0,16,12,10,0,2,7,0,13,7,0,0,9,20,16,0,19,3,0,0,86,74,1474,1474,1370,175,377,126,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,86,74,591,74,154,166,451,74,105,74,74,74,74,74,489,188,175,74,74,74,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,291,1474,1474,1474,1474,1474,1474,1474,1474
